ID,#,label
1041,NCLIV_067950,0
1042,TGARI_223070,0
1043,TGME49_209250,0
1044,TGVAND_209515,0
1045,TGP89_200360,0
1046,TGCAST_208770,0
1047,NCLIV_049840,0
1048,Ncaninum_LIV_000258100,0
1049,TGP89_209420,0
1050,TGBR9_209705,0
1051,NCLIV_039580,0
1052,Ncaninum_LIV_000008700,0
1053,TGME49_293425,0
1054,CSUI_007435,0
1055,TGME49_285800,0
1056,TGRUB_209270,0
1057,TGFOU_296000,0
1058,TGFOU_223070,0
1059,TGGT1_202080,0
1060,TGCAST_293360,0
1061,TGMAS_413050,0
1062,NCLIV_067900,0
1063,TGGT1_208990,0
1064,TGME49_295130,0
1065,Ncaninum_LIV_000574200,0
1066,TGDOM2_208910,0
1067,NCLIV_023150,0
1068,NCLIV_000400,0
1069,TGMAS_357820,0
1070,TGMAS_222880,0
1071,TGCAST_208400,0
1072,TGVEG_257380,0
1073,TGPRC2_209420,0
1074,TGME49_201900,0
1075,TGFOU_208830,0
1076,TGBR9_200340,0
1077,NCLIV_065205,0
1078,TGCAST_201270,0
1079,TGGT1_209705,0
1080,TGMAS_257380,0
1081,Ncaninum_LIV_000716000,0
1082,TGME49_200470,0
1083,TGGT1_271250,0
1084,Ncaninum_LIV_000742400,0
1085,NCLIV_001950,0
1086,TGDOM2_209670,0
1087,NCLIV_028200,0
1088,TGRUB_208400,0
1089,Ncaninum_LIV_000006900,0
1090,TGVAND_202070A,0
1091,TGCOUG_209515,0
1092,Ncaninum_LIV_000745000,0
1093,TGCOUG_202070,0
1094,TGP89_209200,0
1095,TGCAST_209540,0
1096,Ncaninum_LIV_000257200,0
1097,TGFOU_259160,0
1098,Ncaninum_LIV_000742700,0
1099,TGARI_209490,0
1100,TGME49_259172,0
1101,HHA_220950,0
1102,TGARI_222880,0
1103,TGCAST_292950,0
1104,TGGT1_208490,0
1105,TGGT1_201240,0
1106,TGCAST_222880,0
1107,TGVAND_223095,0
1108,TGARI_209530,0
1109,HHA_241165,0
1110,HHA_252380,0
1111,TGVAND_201740,0
1112,NCLIV_067710,0
1113,TGP89_209112,0
1114,Ncaninum_LIV_000566000,0
1115,TGBR9_209490,0
1116,TGDOM2_201810,0
1117,TGPRC2_209210C,0
1118,TGDOM2_201140A,0
1119,TGRH88_020250,0
1120,TGME49_208490,0
1121,HHA_258180,0
1122,TGARI_202070C,0
1123,TGFOU_209560,0
1124,TGGT1_293410,0
1125,CSUI_000927,0
1126,TGARI_293400,0
1127,TGPRC2_201140A,0
1128,NCLIV_003660,0
1129,TGARI_241165,0
1130,TGGT1_293360,0
1131,TGMAS_268270,0
1132,NCLIV_069590,0
1133,TGME49_209540,0
1134,TGFOU_271240,0
1135,TGME49_201270,0
1136,TGMAS_209485,0
1137,TGVEG_209200,0
1138,TGARI_209200B,0
1139,TGRUB_209460,0
1140,TGDOM2_292975,0
1141,NCLIV_022390,0
1142,TGCOUG_394550,0
1143,NCLIV_003480,0
1144,TGFOU_209270,0
1145,NCLIV_017930,0
1146,CSUI_001004,0
1147,TGME49_209700,0
1148,TGBR9_209560,0
1149,TGGT1_259160,0
1150,TGVAND_292975,0
1151,TGME49_209640,0
1152,TGRH88_022240,0
1153,TGVEG_200360,0
1154,TGPRC2_209020,0
1155,TGP89_209500,0
1156,NCLIV_046750,0
1157,TGGT1_208440,0
1158,Ncaninum_LIV_000744500,0
1159,HHA_222880,0
1160,TGP89_292975A,0
1161,TGBR9_202070A,0
1162,TGBR9_223070,0
1163,TGGT1_209440,0
1164,TGRH88_037140,0
1165,TGRUB_209630,0
1166,TGBR9_209070B,0
1167,TGBR9_296000,0
1168,HHA_218000,0
1169,TGVEG_223070,0
1170,TGPRC2_218000A,0
1171,TGARI_220950,0
1172,NCLIV_023130,0
1173,TGME49_201880,0
1174,TGGT1_252380,0
1175,Ncaninum_LIV_000746300,0
1176,TGME49_218000,0
1177,NCLIV_067890,0
1178,TGCOUG_209020,0
1179,TGCOUG_208760,0
1180,Ncaninum_LIV_000446600,0
1181,TGBR9_209200,0
1182,HHA_208550,0
1183,TGPRC2_209490,0
1184,TGDOM2_209200,0
1185,TGVAND_439210,0
1186,TGME49_201240,0
1187,TGBR9_202070C,0
1188,Ncaninum_LIV_000759600,0
1189,TGGT1_279100,0
1190,TGCOUG_257380,0
1191,CSUI_008233,0
1192,TGVEG_200460,0
1193,Ncaninum_LIV_000006000,0
1194,TGP89_208770,0
1195,CSUI_010256,0
1196,TGVAND_202070B,0
1197,TGP89_209440,0
1198,TGBR9_209420,0
1199,TGGT1_201810,0
1200,TGMAS_223070,0
1201,TGME49_292935,0
1202,TGME49_223095,0
1203,TGME49_293400,0
1204,Ncaninum_LIV_000330400,0
1205,TGBR9_209120B,0
1206,TGVAND_268270,0
1207,TGDOM2_201900,0
1208,TGFOU_208760,0
1209,TGRH88_036940,0
1210,TGARI_209600,0
1211,TGGT1_268270,0
1212,Ncaninum_LIV_000257800,0
1213,Ncaninum_LIV_000257700,0
1214,CSUI_001414,0
1215,TGVAND_200400,0
1216,TGARI_208980,0
1217,NCLIV_006130,0
1218,TGRUB_296000,0
1219,NCLIV_003875,0
1220,TGVEG_220950,0
1221,TGBR9_241165,0
1222,TGRUB_208770,0
1223,TGCOUG_209490,0
1224,TGP89_201740,0
1225,TGRH88_022450,0
1226,HHA_268270,0
1227,TGMAS_209045,0
1228,TGVAND_209500,0
1229,TGRUB_201660,0
1230,TGCOUG_218000A,0
1231,TGCOUG_208770,0
1232,TGP89_218000A,0
1233,TGRH88_021750,0
1234,TGRH88_026220,0
1235,TGCAST_201170,0
1236,NCLIV_003870,0
1237,TGBR9_209515,0
1238,TGVAND_201810,0
1239,Ncaninum_LIV_000783100,0
1240,TGRH88_022070,0
1241,TGFOU_201740,0
1242,TGRUB_200330,0
1243,TGFOU_209670,0
1244,TGVEG_293230,0
1245,TGRUB_201810,0
1246,TGRUB_208440,0
1247,TGME49_209583,0
1248,TGRUB_208760,0
1249,NCLIV_003430,0
1250,TGDOM2_209560,0
1251,TGP89_361110,0
1252,TGPRC2_259190B,0
1253,HHA_288190,0
1254,TGME49_209480,0
1255,TGARI_209250,0
1256,TGVEG_209680,0
1257,TGME49_200360,0
1258,TGARI_209540,0
1259,TGME49_209680,0
1260,TGRH88_021780,0
1261,Ncaninum_LIV_000009800,0
1262,TGMAS_223095,0
1263,TGPRC2_209460,0
1264,TGRH88_080180,0
1265,TGCAST_209485,0
1266,TGFOU_200330,0
1267,TGGT1_209210,0
1268,TGME49_296000,0
1269,NCLIV_003610,0
1270,TGFOU_209630,0
1271,TGVAND_209705,0
1272,TGP89_208440,0
1273,TGFOU_257380,0
1274,CSUI_003596,0
1275,TGMAS_208400C,0
1276,TGRH88_037030,0
1277,TGGT1_207015,0
1278,Ncaninum_LIV_000759400,0
1279,TGVAND_209270,0
1280,TGBR9_209600,0
1281,Ncaninum_LIV_000006300,0
1282,TGDOM2_208770,0
1283,TGMAS_208760,0
1284,NCLIV_003400,0
1285,TGRH88_000180,0
1286,TGCAST_201740,0
1287,TGP89_200400,0
1288,TGDOM2_200330,0
1289,TGARI_209280A,0
1290,TGRUB_209670,0
1291,Ncaninum_LIV_000034700,0
1292,Ncaninum_LIV_000005700,0
1293,NCLIV_017940,0
1294,TGBR9_382480,0
1295,NCLIV_067610,0
1296,TGBR9_291650,0
1297,TGFOU_209500,0
1298,TGME49_208550,0
1299,TGMAS_259190,0
1300,TGCOUG_202080B,0
1301,TGME49_271040,0
1302,TGDOM2_323100,0
1303,TGVEG_209440,0
1304,HHA_323110,0
1305,TGGT1_222880,0
1306,TGPRC2_427090,0
1307,TGME49_209560,0
1308,TGDOM2_201140B,0
1309,TGME49_271250,0
1310,TGMAS_208440,0
1311,TGVEG_200470,0
1312,TGRH88_083230,0
1313,TGARI_200460B,0
1314,TGCAST_259190B,0
1315,CSUI_009491,0
1316,TGGT1_209640,0
1317,TGCAST_209280A,0
1318,HHA_453940,0
1319,TGARI_201270,0
1320,TGARI_259700,0
1321,TGP89_208400B,0
1322,TGCOUG_209630,0
1323,TGARI_202070A,0
1324,TGARI_208510,0
1325,TGCAST_201650,0
1326,TGCOUG_209670,0
1327,TGVAND_291650,0
1328,TGMAS_209440,0
1329,TGVEG_208440,0
1330,TGVEG_209630,0
1331,TGARI_201900A,0
1332,Ncaninum_LIV_000731100,0
1333,TGCOUG_209210B,0
1334,NCLIV_067720,0
1335,TGME49_209070,0
1336,HHA_223070,0
1337,TGFOU_209200A,0
1338,Ncaninum_LIV_000751100,0
1339,TGGT1_209485,0
1340,TGVEG_200400,0
1341,TGGT1_200460,0
1342,TGDOM2_218000B,0
1343,NCLIV_067690,0
1344,TGCOUG_201170,0
1345,TGDOM2_296000,0
1346,TGME49_209705,0
1347,TGCAST_209700,0
1348,CSUI_009034,0
1349,TGRUB_259160,0
1350,TGRUB_200460,0
1351,TGME49_258180,0
1352,TGFOU_209020,0
1353,TGDOM2_202080,0
1354,TGVEG_209640,0
1355,TGP89_422200,0
1356,TGME49_292950,0
1357,TGARI_209440,0
1358,CSUI_001662,0
1359,NCLIV_060730,0
1360,TGRH88_021650,0
1361,Ncaninum_LIV_000124700,0
1362,TGVAND_201660,0
1363,TGRH88_021700,0
1364,TGRUB_241165,0
1365,TGMAS_209515,0
1366,TGVAND_200330,0
1367,TGP89_202070A,0
1368,TGPRC2_292950,0
1369,TGP89_200470,0
1370,NCLIV_065200,0
1371,TGP89_202070C,0
1372,TGCOUG_209640,0
1373,CSUI_009490,0
1374,TGGT1_293040,0
1375,TGDOM2_201740,0
1376,TGDOM2_241165,0
1377,TGVAND_209420,0
1378,TGGT1_201800,0
1379,NCLIV_003460,0
1380,TGBR9_244105,0
1381,TGRH88_030090,0
1382,TGDOM2_208980,0
1383,TGARI_209070,0
1384,TGARI_293440,0
1385,Ncaninum_LIV_000751800,0
1386,NCLIV_003340,0
1387,CSUI_003266,0
1388,TGARI_200360,0
1389,NCLIV_069050,0
1390,TGPRC2_209550A,0
1391,Ncaninum_LIV_000743600,0
1392,TGRUB_201170,0
1393,TGDOM2_209280,0
1394,TGCAST_201660,0
1395,TGRH88_015650,0
1396,TGBR9_259190,0
1397,Ncaninum_LIV_000763100,0
1398,TGMAS_201810,0
1399,NCLIV_017900,0
1400,NCLIV_067650,0
1401,TGRUB_209020,0
1402,TGPRC2_223095,0
1403,Ncaninum_LIV_000565300,0
1404,NCLIV_003550,0
1405,NCLIV_003950,0
1406,TGGT1_209480,0
1407,TGRH88_000160,0
1408,NCLIV_027370,0
1409,Ncaninum_LIV_000450600,0
1410,TGDOM2_259190,0
1411,TGRH88_022400,0
1412,TGGT1_209510,0
1413,NCLIV_022970,0
1414,TGPRC2_209280B,0
1415,TGVAND_208510,0
1416,TGCAST_200470,0
1417,TGRH88_021470,0
1418,NCLIV_067580,0
1419,NCLIV_067620,0
1420,Ncaninum_LIV_000749700,0
1421,TGGT1_208410,0
1422,HHA_271040,0
1423,TGFOU_223095,0
1424,TGRH88_021680,0
1425,TGME49_209585,0
1426,HHA_292960,0
1427,TGPRC2_202070A,0
1428,TGP89_200330,0
1429,TGFOU_201900A,0
1430,NCLIV_018710,0
1431,TGGT1_209585,0
1432,TGCOUG_292975B,0
1433,TGVEG_201270,0
1434,NCLIV_003310,0
1435,NCLIV_023070,0
1436,TGARI_209500,0
1437,TGRUB_209560,0
1438,Ncaninum_LIV_000565400,0
1439,TGBR9_292975A,0
1440,TGVAND_296000,0
1441,TGFOU_201140A,0
1442,TGME49_209500,0
1443,Ncaninum_LIV_000258500,0
1444,TGDOM2_208760,0
1445,TGVEG_209020,0
1446,TGPRC2_218000B,0
1447,NCLIV_017941,0
1448,TGDOM2_209020,0
1449,TGGT1_208810,0
1450,TGBR9_323110,0
1451,NCLIV_003380,0
1452,TGVEG_201660,0
1453,TGME49_209270,0
1454,TGRUB_430990,0
1455,TGRUB_201900,0
1456,TGPRC2_201900A,0
1457,TGRUB_209490,0
1458,TGMAS_293360,0
1459,TGCOUG_208910,0
1460,TGRUB_209640,0
1461,TGGT1_259172,0
1462,TGFOU_208410A,0
1463,CSUI_003934,0
1464,TGARI_201740,0
1465,CSUI_007411,0
1466,TGRH88_070460,0
1467,TGME49_252380,0
1468,CSUI_007560,0
1469,TGARI_292950,0
1470,TGME49_207015,0
1471,TGBR9_201810,0
1472,TGVAND_208400A,0
1473,TGGT1_200470,0
1474,TGME49_209020,0
1475,TGVAND_208770,0
1476,TGARI_209420,0
1477,TGCAST_209630,0
1478,TGBR9_209020,0
1479,TGRH88_001570,0
1480,TGPRC2_201140B,0
1481,NCLIV_067660,0
1482,TGP89_209700,0
1483,NCLIV_003070,0
1484,CSUI_003312,0
1485,TGFOU_209680,0
1486,TGDOM2_202070,0
1487,TGDOM2_209460,0
1488,TGP89_209600,0
1489,HHA_231880,0
1490,TGPRC2_200360,0
1491,TGME49_208980,0
1492,Ncaninum_LIV_000743500,0
1493,NCLIV_067700,0
1494,Ncaninum_LIV_000254200,0
1495,TGGT1_223095,0
1496,Ncaninum_LIV_000254600,0
1497,Ncaninum_LIV_000113300,0
1498,TGMAS_292975A,0
1499,TGRH88_083290,0
1500,NCLIV_067600,0
1501,TGFOU_407480,0
1502,CSUI_001005,0
1503,TGPRC2_202070B,0
1504,TGRH88_021850,0
1505,TGME49_201660,0
1506,TGFOU_200470,0
1507,NCLIV_067940,0
1508,NCLIV_003920,0
1509,TGP89_201660,0
1510,TGME49_209485,0
1511,TGBR9_209070A,0
1512,TGFOU_202080,0
1513,TGRH88_021830,0
1514,TGVAND_200460,0
1515,TGDOM2_291650,0
1516,TGRH88_083150,0
1517,TGFOU_218000,0
1518,TGDOM2_223095,0
1519,TGVEG_209600,0
1520,TGCOUG_295130,0
1521,TGMAS_295130,0
1522,TGVEG_209280,0
1523,TGRH88_021640,0
1524,TGARI_202070B,0
1525,Ncaninum_LIV_000744700,0
1526,TGME49_293470,0
1527,TGFOU_293230A,0
1528,TGFOU_209070,0
1529,TGCAST_209550,0
1530,TGRH88_083200,0
1531,TGP89_244105,0
1532,Ncaninum_LIV_000449800,0
1533,TGDOM2_201660,0
1534,TGGT1_295130,0
1535,TGFOU_208410B,0
1536,TGFOU_208510,0
1537,TGGT1_246960,0
1538,TGRH88_018710,0
1539,TGARI_209583,0
1540,TGCAST_208910,0
1541,TGMAS_209170,0
1542,HHA_292950,0
1543,TGCOUG_208510,0
1544,TGVAND_209440,0
1545,NCLIV_003840,0
1546,TGME49_259160,0
1547,TGVEG_209045,0
1548,TGVEG_218000,0
1549,TGARI_209550,0
1550,TGGT1_208760,0
1551,NCLIV_038290,0
1552,NCLIV_022860,0
1553,TGME49_293430,0
1554,TGARI_200470,0
1555,TGVAND_209540,0
1556,TGPRC2_257380,0
1557,TGFOU_201650,0
1558,TGGT1_292950,0
1559,NCLIV_038270,0
1560,TGMAS_208770,0
1561,TGRH88_001810,0
1562,TGRH88_080190,0
1563,Ncaninum_LIV_000751700,0
1564,TGME49_208810,0
1565,TGVEG_208770,0
1566,TGRUB_292950,0
1567,NCLIV_003180,0
1568,TGBR9_257380,0
1569,NCLIV_017951,0
1570,TGARI_209460,0
1571,TGRUB_209200,0
1572,TGARI_200340,0
1573,TGGT1_209070,0
1574,TGRH88_018520,0
1575,TGME49_209550,0
1576,NCLIV_049770,0
1577,NCLIV_038240,0
1578,TGFOU_209705,0
1579,Ncaninum_LIV_000254300,0
1580,TGRH88_018370,0
1581,Ncaninum_LIV_000258800,0
1582,TGCOUG_209420,0
1583,TGCAST_390440,0
1584,TGGT1_209590,0
1585,TGRH88_022180,0
1586,Ncaninum_LIV_000574100,0
1587,TGCAST_244105,0
1588,TGMAS_293230A,0
1589,TGP89_271240,0
1590,TGCAST_209560,0
1591,TGGT1_200360,0
1592,HHA_259280,0
1593,TGP89_293360,0
1594,TGFOU_209550A,0
1595,NCLIV_017950,0
1596,TGP89_209550,0
1597,NCLIV_067560,0
1598,TGME49_231880,0
1599,TGBR9_201660,0
1600,TGBR9_209485,0
1601,TGARI_323100,0
1602,TGVAND_209600,0
1603,TGRUB_218000B,0
1604,NCLIV_038100,0
1605,NCLIV_067630,0
1606,Ncaninum_LIV_000258000,0
1607,TGMAS_201740,0
1608,TGBR9_293230A,0
1609,TGGT1_208980,0
1610,TGRUB_293360,0
1611,TGVEG_291650,0
1612,TGGT1_259700,0
1613,CSUI_009634,0
1614,TGARI_209200A,0
1615,Ncaninum_LIV_000748700,0
1616,TGME49_209510,0
1617,TGBR9_208760,0
1618,TGPRC2_208440,0
1619,NCLIV_012540,0
1620,NCLIV_003790,0
1621,TGGT1_208770,0
1622,NCLIV_003580,0
1623,TGARI_218000,0
1624,TGRH88_021570,0
1625,TGMAS_208910,0
1626,NCLIV_003510,0
1627,NCLIV_049900,0
1628,TGCAST_201900A,0
1629,TGCOUG_209560,0
1630,TGRUB_202070A,0
1631,NCLIV_067910,0
1632,TGMAS_209670,0
1633,TGME49_201140,0
1634,TGFOU_209280,0
1635,HHA_234220,0
1636,TGRH88_083280,0
1637,TGRUB_434100,0
1638,Ncaninum_LIV_000744200,0
1639,TGVAND_218000,0
1640,TGPRC2_427150,0
1641,TGME49_201860,0
1642,TGDOM2_209270,0
1643,NCLIV_000390,0
1644,Ncaninum_LIV_000750800,0
1645,TGRH88_021690,0
1646,TGFOU_209200B,0
1647,NCLIV_003780,0
1648,TGBR9_209530,0
1649,TGCAST_259160,0
1650,CSUI_010145,0
1651,TGMAS_208400A,0
1652,TGGT1_296015,0
1653,TGFOU_201900B,0
1654,TGMAS_209480,0
1655,Ncaninum_LIV_000258200,0
1656,TGME49_220950,0
1657,TGRH88_022130,0
1658,TGRUB_292975B,0
1659,TGRH88_021880,0
1660,TGRH88_072490,0
1661,TGCAST_209045,0
1662,TGRH88_021600,0
1663,TGRH88_021500,0
1664,TGDOM2_209705,0
1665,TGVAND_208440,0
1666,TGMAS_465002,0
1667,TGRH88_037310,0
1668,TGP89_209460,0
1669,Ncaninum_LIV_000746600,0
1670,TGMAS_311270,0
1671,TGVEG_244105,0
1672,TGGT1_209490,0
1673,TGCAST_268270,0
1674,TGBR9_218000A,0
1675,TGCOUG_202080A,0
1676,TGGT1_241165,0
1677,Ncaninum_LIV_000231700,0
1678,TGARI_259172,0
1679,TGDOM2_209540,0
1680,TGCOUG_209550,0
1681,TGGT1_209040,0
1682,TGCOUG_200340,0
1683,NCLIV_006090,0
1684,NCLIV_067590,0
1685,TGFOU_209440,0
1686,TGME49_209420,0
1687,TGGT1_208510,0
1688,TGBR9_209540,0
1689,TGCAST_218000B,0
1690,TGRUB_209550,0
1691,TGMAS_218000,0
1692,TGBR9_200360,0
1693,TGARI_209680A,0
1694,TGRH88_037300,0
1695,TGRH88_083260,0
1696,Ncaninum_LIV_000258300,0
1697,TGVEG_209460,0
1698,NCLIV_023230,0
1699,TGBR9_209680,0
1700,TGCOUG_259190,0
1701,TGP89_209280A,0
1702,TGP89_292950,0
1703,CSUI_002331,0
1704,TGP89_201170,0
1705,TGVAND_209460,0
1706,TGVEG_202070,0
1707,XP_002365701.1,1
1708,PHJ20993.1,1
1709,KEP66778.1,1
1710,XP_003883890.1,1
1711,XP_002366395.1,1
1712,XP_003884164.1,1
1713,KEP67682.1,1
1714,XP_002366371.1,1
1715,XP_003884186.1,1
1716,KEP67657.1,1
1717,XP_002364324.1,1
1718,KEP63627.1,1
1719,XP_002369271.1,1
1720,KEP65338.1,1
1721,XP_002371939.1,1
1722,XP_003884891.1,1
1723,KEP62654.1,1
1724,XP_002367613.1,1
1725,XP_003882408.1,1
1726,KEP64862.1,1
1727,XP_002369526.1,1
1728,KEP64414.1,1
1729,XP_002367395.1,1
1730,XP_003886263.1,1
1731,KEP61103.1,1
1732,PHJ22848.1,1
1733,XP_002365583.1,1
1734,KEP66660.1,1
1735,PHJ15950.1,1
1736,PHJ23286.1,1
1737,XP_002372091.1,1
1738,XP_002372013.2,1
1739,KEP61210.1,1
1740,XP_002368305.1,1
1741,XP_003880268.1,1
1742,KEP60193.1,1
1743,KEP61044.1,1
1744,PHJ19999.1,1
1745,PHJ24825.1,1
1746,PHJ24827.1,1
1747,PHJ16235.1,1
1748,PHJ15306.1,1
1749,XP_002371611.2,1
1750,KEP61044.1,1
1751,KEP60193.1,1
1752,XP_018638239.1,1
1753,XP_002372021.1,1
1754,XP_002366613.1,1
1755,XP_003881877.1,1
1756,XP_002371942.1,1
1757,KEP62651.1,1
1758,XP_002369653.1,1
1759,XP_002370036.1,1
1760,XP_003880115.1,1
1761,XP_002368320.1,1
1762,XP_002372078.1,1
1763,XP_002366731.1,1
1764,XP_002370841.1,1
1765,XP_002371208.1,1
1766,XP_003880238.1,1
1767,KEP63227.1,1
1768,KEP63099.1,1
1769,XP_002367939.1,1
1770,XP_002368464.1,1
1771,XP_003881234.1,1
1772,XP_002368067.1,1
1773,XP_002365650.1,1
1774,XP_002368071.1,1
1775,XP_002371549.1,1
1776,XP_002371831.1,1
1777,XP_018634963.1,1
1778,XP_002367611.1,1
1779,XP_002366291.1,1
1780,XP_002371056.2,1
1781,XP_002369041.1,1
1782,XP_002364464.2,1
1783,XP_002368373.1,1
1784,XP_018634786.1,1
1785,XP_018636566.1,1
1786,XP_002369039.1,1
1787,XP_018635777.1,1
1788,XP_002366439.1,1
1789,XP_002364792.1,1
1790,XP_002369620.1,1
1791,XP_018638252.1,1
1792,XP_018638131.1,1
1793,XP_002366635.1,1
1794,XP_018638155.1,1
1795,XP_002368842.1,1
1796,XP_002366942.1,1
1797,XP_002367699.1,1
1798,XP_002367642.1,1
1799,XP_018636869.1,1
1800,XP_002369821.2,1
1801,XP_002365225.2,1
1802,XP_002367706.1,1
1803,XP_002366553.1,1
1804,XP_002364223.1,1
1805,XP_018635597.1,1
1806,XP_002371335.2,1
1807,XP_002365572.1,1
1808,XP_002364555.1,1
1809,XP_002367699.1,1
1810,XP_002371958.1,1
1811,VTZ70341.1,1
1812,VTZ68784.1,1
1813,EPR58651.1,1
1814,EPR59250.1,1
1815,EPR59923.1,1
1816,EPR61484.1,1
1817,EPR56974.1,1
1818,EPR64147.1,1
1819,EPR63363.1,1
1820,EPR64482.1,1
1821,EPR61265.1,1
1822,EPR61165.1,1
1823,EPR59744.1,1
1824,EPR60118.1,1
1825,EPR62960.1,1
1826,EPR63599.1,1
1827,EPR60974.1,1
1828,EPR62439.1,1
1829,EPR61469.1,1
1830,EPR59631.1,1
1831,EPR62228.1,1
1832,EPR61848.1,1
1833,EPR57526.1,1
1834,EPR60836.1,1
1835,EPR60766.1,1
1836,EPR64992.1,1
1837,EPR61702.1,1
1838,EPR58122.1,1
1839,EPR64992.1,1
1840,EPR62879.1,1
1841,EPR61484.1,1
1842,EPR59035.1,1
1843,EPR63870.1,1
1844,EPR61607.1,1
1845,EPR63407.1,1
1846,EPR60116.1,1
1847,EPR60807.1,1
1848,EPR60934.1,1
1849,EPR58662.1,1
1850,EPR60836.1,1
1851,EPR60414.1,1
1852,EPR63853.1,1
1853,EPR60090.1,1
1854,EPR60494.1,1
1855,EPR61165.1,1
1856,EPR58273.1,1
1857,EPR60445.1,1
1858,EPR60176.1,1
1859,EPR61500.1,1
1860,EPR61820.1,1
1861,EPR56974.1,1
1862,EPR64482.1,1
1863,EPR64462.1,1
1864,EPR58184.1,1
1865,EPR62504.1,1
1866,EPR62919.1,1
1867,EPR63599.1,1
1868,EPR58670.1,1
1869,EPR60118.1,1
1870,EPR60043.1,1
1871,EPR62130.1,1
1872,EPR57583.1,1
1873,EPR58529.1,1
1874,EPR61475.1,1
1875,EPR59716.1,1
1876,EPR56801.1,1
1877,EPR59923.1,1
1878,EPR64716.1,1
1879,EPR58371.1,1
1880,EPR62228.1,1
1881,EPR60244.1,1
1882,EPR58606.1,1
1883,EPR62439.1,1
1884,EPR62690.1,1
1885,EPR64091.1,1
1886,EPR62241.1,1
1887,EPR60110.1,1
1888,EPR61636.1,1
1889,EPR60097.1,1
1890,EPR61418.1,1
1891,EPR63662.1,1
1892,EPR59631.1,1
1893,EPR56556.1,1
1894,EPR62231.1,1
1895,EPR63580.1,1
1896,EPR61939.1,1
1897,EPR63714.1,1
1898,EPR62131.1,1
1899,EPR63114.1,1
1900,EPR64932.1,1
1901,EPR60562.1,1
1902,EPR58367.1,1
1903,EPR61469.1,1
1904,EPR56908.1,1
1905,EPR58836.1,1
1906,EPR57157.1,1
1907,EPR61263.1,1
1908,EPR64485.1,1
1909,EPR56596.1,1
1910,EPR61129.1,1
1911,EPR62960.1,1
1912,EPR60617.1,1
1913,EPR60597.1,1
1914,EPR57056.1,1
1915,EPR58351.1,1
1916,EPR64815.1,1
1917,EPR62436.1,1
1918,EPR63870.1,1
1919,EPR62851.1,1
1920,EPR61271.1,1
1921,EPR62815.1,1
1922,EPR60893.1,1
1923,EPR64085.1,1
1924,EPR63840.1,1
1925,EPR61901.1,1
1926,EPR57467.1,1
1927,EPR64147.1,1
1928,EPR57485.1,1
1929,EPR61739.1,1
1930,EPR62429.1,1
1931,EPR58632.1,1
1932,EPR63485.1,1
1933,EPR59201.1,1
1934,EPR60724.1,1
1935,XP_003885102.1,1
1936,XP_003883005.1,1
1937,CBZ50579.1,1
1938,XP_003884935.1,1
1939,CEL71353.1,1
1940,XP_003885338.1,1
1941,XP_003883003.1,1
1942,XP_003884528.1,1
1943,XP_003881778.1,1
1944,CBZ52426.1,1
1945,XP_003885247.1,1
1946,XP_003884605.1,1
1947,XP_003882345.1,1
1948,XP_003880381.1,1
1949,XP_003883833.1,1
1950,XP_003885888.1,1
1951,CBZ55799.1,1
1952,XP_003886448.1,1
1953,P31946,1
1954,P62258,1
1955,Q04917,1
1956,P61981,1
1957,P31947,1
1958,P27348,1
1959,P63104,1
1960,P30443,1
1961,P01892,0
1962,P04439,0
1963,Q9JLI0,0
1964,Q9JLI6,0
1965,Q9JLJ2,0
1966,Q9JJU8,0
1967,Q9JJZ4,0
1968,Q9JK23,0
1969,Q9JK38,1
1970,Q9JKC8,1
1971,Q9JKW0,0
1972,Q9JLC3,0
